filename,world_name,character_name,character2_name,character_texture,character2_texture,character_pos,character2_pos
0004329.png,Desert,Hippopotamus,Crow,Green,Brown,,
0004330.png,Desert,Hippopotamus,Crow,Green,Purple,,
0004331.png,Desert,Hippopotamus,Crow,Green,Cyan,,
0004332.png,Desert,Hippopotamus,Crow,Green,Gray,,
0004333.png,Desert,Hippopotamus,Crow,Yellow,Red,,
0004334.png,Desert,Hippopotamus,Crow,Yellow,Blue,,
0004335.png,Desert,Hippopotamus,Crow,Yellow,Green,,
0004336.png,Desert,Hippopotamus,Crow,Yellow,Brown,,
0004337.png,Desert,Hippopotamus,Crow,Yellow,Purple,,
0004338.png,Desert,Hippopotamus,Crow,Yellow,Cyan,,
0004339.png,Desert,Hippopotamus,Crow,Yellow,Gray,,
0004340.png,Desert,Hippopotamus,Crow,Brown,Red,,
0004341.png,Desert,Hippopotamus,Crow,Brown,Blue,,
0004342.png,Desert,Hippopotamus,Crow,Brown,Green,,
0004343.png,Desert,Hippopotamus,Crow,Brown,Yellow,,
0004344.png,Desert,Hippopotamus,Crow,Brown,Purple,,
0004345.png,Desert,Hippopotamus,Crow,Brown,Cyan,,
0004346.png,Desert,Hippopotamus,Crow,Brown,Gray,,
0004347.png,Desert,Hippopotamus,Crow,Purple,Red,,
0004348.png,Desert,Hippopotamus,Crow,Purple,Blue,,
0004349.png,Desert,Hippopotamus,Crow,Purple,Green,,
0004350.png,Desert,Hippopotamus,Crow,Purple,Yellow,,
0004351.png,Desert,Hippopotamus,Crow,Purple,Brown,,
0004352.png,Desert,Hippopotamus,Crow,Purple,Cyan,,
0004353.png,Desert,Hippopotamus,Crow,Purple,Gray,,
0004354.png,Desert,Hippopotamus,Crow,Cyan,Red,,
0004355.png,Desert,Hippopotamus,Crow,Cyan,Blue,,
0004356.png,Desert,Hippopotamus,Crow,Cyan,Green,,
0004357.png,Desert,Hippopotamus,Crow,Cyan,Yellow,,
0004358.png,Desert,Hippopotamus,Crow,Cyan,Brown,,
0004359.png,Desert,Hippopotamus,Crow,Cyan,Purple,,
0004360.png,Desert,Hippopotamus,Crow,Cyan,Gray,,
0004361.png,Desert,Hippopotamus,Crow,Gray,Red,,
0004362.png,Desert,Hippopotamus,Crow,Gray,Blue,,
0004363.png,Desert,Hippopotamus,Crow,Gray,Green,,
0004364.png,Desert,Hippopotamus,Crow,Gray,Yellow,,
0004365.png,Desert,Hippopotamus,Crow,Gray,Brown,,
0004366.png,Desert,Hippopotamus,Crow,Gray,Purple,,
0004367.png,Desert,Hippopotamus,Crow,Gray,Cyan,,
0004368.png,Desert,Hippopotamus,Fox,Red,Blue,,
0004369.png,Desert,Hippopotamus,Fox,Red,Green,,
0004370.png,Desert,Hippopotamus,Fox,Red,Yellow,,
0004371.png,Desert,Hippopotamus,Fox,Red,Brown,,
0004372.png,Desert,Hippopotamus,Fox,Red,Purple,,
0004373.png,Desert,Hippopotamus,Fox,Red,Cyan,,
0004374.png,Desert,Hippopotamus,Fox,Red,Gray,,
0004375.png,Desert,Hippopotamus,Fox,Blue,Red,,
0004376.png,Desert,Hippopotamus,Fox,Blue,Green,,
0004377.png,Desert,Hippopotamus,Fox,Blue,Yellow,,
0004378.png,Desert,Hippopotamus,Fox,Blue,Brown,,
0004379.png,Desert,Hippopotamus,Fox,Blue,Purple,,
0004380.png,Desert,Hippopotamus,Fox,Blue,Cyan,,
0004381.png,Desert,Hippopotamus,Fox,Blue,Gray,,
0004382.png,Desert,Hippopotamus,Fox,Green,Red,,
0004383.png,Desert,Hippopotamus,Fox,Green,Blue,,
0004384.png,Desert,Hippopotamus,Fox,Green,Yellow,,
0004385.png,Desert,Hippopotamus,Fox,Green,Brown,,
0004386.png,Desert,Hippopotamus,Fox,Green,Purple,,
0004387.png,Desert,Hippopotamus,Fox,Green,Cyan,,
0004388.png,Desert,Hippopotamus,Fox,Green,Gray,,
0004389.png,Desert,Hippopotamus,Fox,Yellow,Red,,
0004390.png,Desert,Hippopotamus,Fox,Yellow,Blue,,
0004391.png,Desert,Hippopotamus,Fox,Yellow,Green,,
0004392.png,Desert,Hippopotamus,Fox,Yellow,Brown,,
0004393.png,Desert,Hippopotamus,Fox,Yellow,Purple,,
0004394.png,Desert,Hippopotamus,Fox,Yellow,Cyan,,
0004395.png,Desert,Hippopotamus,Fox,Yellow,Gray,,
0004396.png,Desert,Hippopotamus,Fox,Brown,Red,,
0004397.png,Desert,Hippopotamus,Fox,Brown,Blue,,
0004398.png,Desert,Hippopotamus,Fox,Brown,Green,,
0004399.png,Desert,Hippopotamus,Fox,Brown,Yellow,,
0004400.png,Desert,Hippopotamus,Fox,Brown,Purple,,
0004401.png,Desert,Hippopotamus,Fox,Brown,Cyan,,
0004402.png,Desert,Hippopotamus,Fox,Brown,Gray,,
0004403.png,Desert,Hippopotamus,Fox,Purple,Red,,
0004404.png,Desert,Hippopotamus,Fox,Purple,Blue,,
0004405.png,Desert,Hippopotamus,Fox,Purple,Green,,
0004406.png,Desert,Hippopotamus,Fox,Purple,Yellow,,
0004407.png,Desert,Hippopotamus,Fox,Purple,Brown,,
0004408.png,Desert,Hippopotamus,Fox,Purple,Cyan,,
0004409.png,Desert,Hippopotamus,Fox,Purple,Gray,,
0004410.png,Desert,Hippopotamus,Fox,Cyan,Red,,
0004411.png,Desert,Hippopotamus,Fox,Cyan,Blue,,
0004412.png,Desert,Hippopotamus,Fox,Cyan,Green,,
0004413.png,Desert,Hippopotamus,Fox,Cyan,Yellow,,
0004414.png,Desert,Hippopotamus,Fox,Cyan,Brown,,
0004415.png,Desert,Hippopotamus,Fox,Cyan,Purple,,
0004416.png,Desert,Hippopotamus,Fox,Cyan,Gray,,
0004417.png,Desert,Hippopotamus,Fox,Gray,Red,,
0004418.png,Desert,Hippopotamus,Fox,Gray,Blue,,
0004419.png,Desert,Hippopotamus,Fox,Gray,Green,,
0004420.png,Desert,Hippopotamus,Fox,Gray,Yellow,,
0004421.png,Desert,Hippopotamus,Fox,Gray,Brown,,
0004422.png,Desert,Hippopotamus,Fox,Gray,Purple,,
0004423.png,Desert,Hippopotamus,Fox,Gray,Cyan,,
0004424.png,Desert,Hippopotamus,DeerStag,Red,Blue,,
0004425.png,Desert,Hippopotamus,DeerStag,Red,Green,,
0004426.png,Desert,Hippopotamus,DeerStag,Red,Yellow,,
0004427.png,Desert,Hippopotamus,DeerStag,Red,Brown,,
0004428.png,Desert,Hippopotamus,DeerStag,Red,Purple,,
0004429.png,Desert,Hippopotamus,DeerStag,Red,Cyan,,
0004430.png,Desert,Hippopotamus,DeerStag,Red,Gray,,
0004431.png,Desert,Hippopotamus,DeerStag,Blue,Red,,
0004432.png,Desert,Hippopotamus,DeerStag,Blue,Green,,
0004433.png,Desert,Hippopotamus,DeerStag,Blue,Yellow,,
0004434.png,Desert,Hippopotamus,DeerStag,Blue,Brown,,
0004435.png,Desert,Hippopotamus,DeerStag,Blue,Purple,,
0004436.png,Desert,Hippopotamus,DeerStag,Blue,Cyan,,
0004437.png,Desert,Hippopotamus,DeerStag,Blue,Gray,,
0004438.png,Desert,Hippopotamus,DeerStag,Green,Red,,
0004439.png,Desert,Hippopotamus,DeerStag,Green,Blue,,
0004440.png,Desert,Hippopotamus,DeerStag,Green,Yellow,,
0004441.png,Desert,Hippopotamus,DeerStag,Green,Brown,,
0004442.png,Desert,Hippopotamus,DeerStag,Green,Purple,,
0004443.png,Desert,Hippopotamus,DeerStag,Green,Cyan,,
0004444.png,Desert,Hippopotamus,DeerStag,Green,Gray,,
0004445.png,Desert,Hippopotamus,DeerStag,Yellow,Red,,
0004446.png,Desert,Hippopotamus,DeerStag,Yellow,Blue,,
0004447.png,Desert,Hippopotamus,DeerStag,Yellow,Green,,
0004448.png,Desert,Hippopotamus,DeerStag,Yellow,Brown,,
0004449.png,Desert,Hippopotamus,DeerStag,Yellow,Purple,,
0004450.png,Desert,Hippopotamus,DeerStag,Yellow,Cyan,,
0004451.png,Desert,Hippopotamus,DeerStag,Yellow,Gray,,
0004452.png,Desert,Hippopotamus,DeerStag,Brown,Red,,
0004453.png,Desert,Hippopotamus,DeerStag,Brown,Blue,,
0004454.png,Desert,Hippopotamus,DeerStag,Brown,Green,,
0004455.png,Desert,Hippopotamus,DeerStag,Brown,Yellow,,
0004456.png,Desert,Hippopotamus,DeerStag,Brown,Purple,,
0004457.png,Desert,Hippopotamus,DeerStag,Brown,Cyan,,
0004458.png,Desert,Hippopotamus,DeerStag,Brown,Gray,,
0004459.png,Desert,Hippopotamus,DeerStag,Purple,Red,,
0004460.png,Desert,Hippopotamus,DeerStag,Purple,Blue,,
0004461.png,Desert,Hippopotamus,DeerStag,Purple,Green,,
0004462.png,Desert,Hippopotamus,DeerStag,Purple,Yellow,,
0004463.png,Desert,Hippopotamus,DeerStag,Purple,Brown,,
0004464.png,Desert,Hippopotamus,DeerStag,Purple,Cyan,,
0004465.png,Desert,Hippopotamus,DeerStag,Purple,Gray,,
0004466.png,Desert,Hippopotamus,DeerStag,Cyan,Red,,
0004467.png,Desert,Hippopotamus,DeerStag,Cyan,Blue,,
0004468.png,Desert,Hippopotamus,DeerStag,Cyan,Green,,
0004469.png,Desert,Hippopotamus,DeerStag,Cyan,Yellow,,
0004470.png,Desert,Hippopotamus,DeerStag,Cyan,Brown,,
0004471.png,Desert,Hippopotamus,DeerStag,Cyan,Purple,,
0004472.png,Desert,Hippopotamus,DeerStag,Cyan,Gray,,
0004473.png,Desert,Hippopotamus,DeerStag,Gray,Red,,
0004474.png,Desert,Hippopotamus,DeerStag,Gray,Blue,,
0004475.png,Desert,Hippopotamus,DeerStag,Gray,Green,,
0004476.png,Desert,Hippopotamus,DeerStag,Gray,Yellow,,
0004477.png,Desert,Hippopotamus,DeerStag,Gray,Brown,,
0004478.png,Desert,Hippopotamus,DeerStag,Gray,Purple,,
0004479.png,Desert,Hippopotamus,DeerStag,Gray,Cyan,,
0004480.png,Desert,Hippopotamus,DeerDoe,Red,Blue,,
0004481.png,Desert,Hippopotamus,DeerDoe,Red,Green,,
0004482.png,Desert,Hippopotamus,DeerDoe,Red,Yellow,,
0004483.png,Desert,Hippopotamus,DeerDoe,Red,Brown,,
0004484.png,Desert,Hippopotamus,DeerDoe,Red,Purple,,
0004485.png,Desert,Hippopotamus,DeerDoe,Red,Cyan,,
0004486.png,Desert,Hippopotamus,DeerDoe,Red,Gray,,
0004487.png,Desert,Hippopotamus,DeerDoe,Blue,Red,,
0004488.png,Desert,Hippopotamus,DeerDoe,Blue,Green,,
0004489.png,Desert,Hippopotamus,DeerDoe,Blue,Yellow,,
0004490.png,Desert,Hippopotamus,DeerDoe,Blue,Brown,,
0004491.png,Desert,Hippopotamus,DeerDoe,Blue,Purple,,
0004492.png,Desert,Hippopotamus,DeerDoe,Blue,Cyan,,
0004493.png,Desert,Hippopotamus,DeerDoe,Blue,Gray,,
0004494.png,Desert,Hippopotamus,DeerDoe,Green,Red,,
0004495.png,Desert,Hippopotamus,DeerDoe,Green,Blue,,
0004496.png,Desert,Hippopotamus,DeerDoe,Green,Yellow,,
0004497.png,Desert,Hippopotamus,DeerDoe,Green,Brown,,
0004498.png,Desert,Hippopotamus,DeerDoe,Green,Purple,,
0004499.png,Desert,Hippopotamus,DeerDoe,Green,Cyan,,
0004500.png,Desert,Hippopotamus,DeerDoe,Green,Gray,,
0004501.png,Desert,Hippopotamus,DeerDoe,Yellow,Red,,
0004502.png,Desert,Hippopotamus,DeerDoe,Yellow,Blue,,
0004503.png,Desert,Hippopotamus,DeerDoe,Yellow,Green,,
0004504.png,Desert,Hippopotamus,DeerDoe,Yellow,Brown,,
0004505.png,Desert,Hippopotamus,DeerDoe,Yellow,Purple,,
0004506.png,Desert,Hippopotamus,DeerDoe,Yellow,Cyan,,
0004507.png,Desert,Hippopotamus,DeerDoe,Yellow,Gray,,
0004508.png,Desert,Hippopotamus,DeerDoe,Brown,Red,,
0004509.png,Desert,Hippopotamus,DeerDoe,Brown,Blue,,
0004510.png,Desert,Hippopotamus,DeerDoe,Brown,Green,,
0004511.png,Desert,Hippopotamus,DeerDoe,Brown,Yellow,,
0004512.png,Desert,Hippopotamus,DeerDoe,Brown,Purple,,
0004513.png,Desert,Hippopotamus,DeerDoe,Brown,Cyan,,
0004514.png,Desert,Hippopotamus,DeerDoe,Brown,Gray,,
0004515.png,Desert,Hippopotamus,DeerDoe,Purple,Red,,
0004516.png,Desert,Hippopotamus,DeerDoe,Purple,Blue,,
0004517.png,Desert,Hippopotamus,DeerDoe,Purple,Green,,
0004518.png,Desert,Hippopotamus,DeerDoe,Purple,Yellow,,
0004519.png,Desert,Hippopotamus,DeerDoe,Purple,Brown,,
0004520.png,Desert,Hippopotamus,DeerDoe,Purple,Cyan,,
0004521.png,Desert,Hippopotamus,DeerDoe,Purple,Gray,,
0004522.png,Desert,Hippopotamus,DeerDoe,Cyan,Red,,
0004523.png,Desert,Hippopotamus,DeerDoe,Cyan,Blue,,
0004524.png,Desert,Hippopotamus,DeerDoe,Cyan,Green,,
0004525.png,Desert,Hippopotamus,DeerDoe,Cyan,Yellow,,
0004526.png,Desert,Hippopotamus,DeerDoe,Cyan,Brown,,
0004527.png,Desert,Hippopotamus,DeerDoe,Cyan,Purple,,
0004528.png,Desert,Hippopotamus,DeerDoe,Cyan,Gray,,
0004529.png,Desert,Hippopotamus,DeerDoe,Gray,Red,,
0004530.png,Desert,Hippopotamus,DeerDoe,Gray,Blue,,
0004531.png,Desert,Hippopotamus,DeerDoe,Gray,Green,,
0004532.png,Desert,Hippopotamus,DeerDoe,Gray,Yellow,,
0004533.png,Desert,Hippopotamus,DeerDoe,Gray,Brown,,
0004534.png,Desert,Hippopotamus,DeerDoe,Gray,Purple,,
0004535.png,Desert,Hippopotamus,DeerDoe,Gray,Cyan,,
0004536.png,Desert,Hippopotamus,Wolf,Red,Blue,,
0004537.png,Desert,Hippopotamus,Wolf,Red,Green,,
0004538.png,Desert,Hippopotamus,Wolf,Red,Yellow,,
0004539.png,Desert,Hippopotamus,Wolf,Red,Brown,,
0004540.png,Desert,Hippopotamus,Wolf,Red,Purple,,
0004541.png,Desert,Hippopotamus,Wolf,Red,Cyan,,
0004542.png,Desert,Hippopotamus,Wolf,Red,Gray,,
0004543.png,Desert,Hippopotamus,Wolf,Blue,Red,,
0004544.png,Desert,Hippopotamus,Wolf,Blue,Green,,
0004545.png,Desert,Hippopotamus,Wolf,Blue,Yellow,,
0004546.png,Desert,Hippopotamus,Wolf,Blue,Brown,,
0004547.png,Desert,Hippopotamus,Wolf,Blue,Purple,,
0004548.png,Desert,Hippopotamus,Wolf,Blue,Cyan,,
0004549.png,Desert,Hippopotamus,Wolf,Blue,Gray,,
0004550.png,Desert,Hippopotamus,Wolf,Green,Red,,
0004551.png,Desert,Hippopotamus,Wolf,Green,Blue,,
0004552.png,Desert,Hippopotamus,Wolf,Green,Yellow,,
0004553.png,Desert,Hippopotamus,Wolf,Green,Brown,,
0004554.png,Desert,Hippopotamus,Wolf,Green,Purple,,
0004555.png,Desert,Hippopotamus,Wolf,Green,Cyan,,
0004556.png,Desert,Hippopotamus,Wolf,Green,Gray,,
0004557.png,Desert,Hippopotamus,Wolf,Yellow,Red,,
0004558.png,Desert,Hippopotamus,Wolf,Yellow,Blue,,
0004559.png,Desert,Hippopotamus,Wolf,Yellow,Green,,
0004560.png,Desert,Hippopotamus,Wolf,Yellow,Brown,,
0004561.png,Desert,Hippopotamus,Wolf,Yellow,Purple,,
0004562.png,Desert,Hippopotamus,Wolf,Yellow,Cyan,,
0004563.png,Desert,Hippopotamus,Wolf,Yellow,Gray,,
0004564.png,Desert,Hippopotamus,Wolf,Brown,Red,,
0004565.png,Desert,Hippopotamus,Wolf,Brown,Blue,,
0004566.png,Desert,Hippopotamus,Wolf,Brown,Green,,
0004567.png,Desert,Hippopotamus,Wolf,Brown,Yellow,,
0004568.png,Desert,Hippopotamus,Wolf,Brown,Purple,,
0004569.png,Desert,Hippopotamus,Wolf,Brown,Cyan,,
0004570.png,Desert,Hippopotamus,Wolf,Brown,Gray,,
0004571.png,Desert,Hippopotamus,Wolf,Purple,Red,,
0004572.png,Desert,Hippopotamus,Wolf,Purple,Blue,,
0004573.png,Desert,Hippopotamus,Wolf,Purple,Green,,
0004574.png,Desert,Hippopotamus,Wolf,Purple,Yellow,,
0004575.png,Desert,Hippopotamus,Wolf,Purple,Brown,,
0004576.png,Desert,Hippopotamus,Wolf,Purple,Cyan,,
0004577.png,Desert,Hippopotamus,Wolf,Purple,Gray,,
0004578.png,Desert,Hippopotamus,Wolf,Cyan,Red,,
0004579.png,Desert,Hippopotamus,Wolf,Cyan,Blue,,
0004580.png,Desert,Hippopotamus,Wolf,Cyan,Green,,
0004581.png,Desert,Hippopotamus,Wolf,Cyan,Yellow,,
0004582.png,Desert,Hippopotamus,Wolf,Cyan,Brown,,
0004583.png,Desert,Hippopotamus,Wolf,Cyan,Purple,,
0004584.png,Desert,Hippopotamus,Wolf,Cyan,Gray,,
0004585.png,Desert,Hippopotamus,Wolf,Gray,Red,,
0004586.png,Desert,Hippopotamus,Wolf,Gray,Blue,,
0004587.png,Desert,Hippopotamus,Wolf,Gray,Green,,
0004588.png,Desert,Hippopotamus,Wolf,Gray,Yellow,,
0004589.png,Desert,Hippopotamus,Wolf,Gray,Brown,,
0004590.png,Desert,Hippopotamus,Wolf,Gray,Purple,,
0004591.png,Desert,Hippopotamus,Wolf,Gray,Cyan,,
0004592.png,Desert,Hippopotamus,Crocodile,Red,Blue,,
0004593.png,Desert,Hippopotamus,Crocodile,Red,Green,,
0004594.png,Desert,Hippopotamus,Crocodile,Red,Yellow,,
0004595.png,Desert,Hippopotamus,Crocodile,Red,Brown,,
0004596.png,Desert,Hippopotamus,Crocodile,Red,Purple,,
0004597.png,Desert,Hippopotamus,Crocodile,Red,Cyan,,
0004598.png,Desert,Hippopotamus,Crocodile,Red,Gray,,
0004599.png,Desert,Hippopotamus,Crocodile,Blue,Red,,
0004600.png,Desert,Hippopotamus,Crocodile,Blue,Green,,
0004601.png,Desert,Hippopotamus,Crocodile,Blue,Yellow,,
0004602.png,Desert,Hippopotamus,Crocodile,Blue,Brown,,
0004603.png,Desert,Hippopotamus,Crocodile,Blue,Purple,,
0004604.png,Desert,Hippopotamus,Crocodile,Blue,Cyan,,
0004605.png,Desert,Hippopotamus,Crocodile,Blue,Gray,,
0004606.png,Desert,Hippopotamus,Crocodile,Green,Red,,
0004607.png,Desert,Hippopotamus,Crocodile,Green,Blue,,
0004608.png,Desert,Hippopotamus,Crocodile,Green,Yellow,,
0004609.png,Desert,Hippopotamus,Crocodile,Green,Brown,,
0004610.png,Desert,Hippopotamus,Crocodile,Green,Purple,,
0004611.png,Desert,Hippopotamus,Crocodile,Green,Cyan,,
0004612.png,Desert,Hippopotamus,Crocodile,Green,Gray,,
0004613.png,Desert,Hippopotamus,Crocodile,Yellow,Red,,
0004614.png,Desert,Hippopotamus,Crocodile,Yellow,Blue,,
0004615.png,Desert,Hippopotamus,Crocodile,Yellow,Green,,
0004616.png,Desert,Hippopotamus,Crocodile,Yellow,Brown,,
0004617.png,Desert,Hippopotamus,Crocodile,Yellow,Purple,,
0004618.png,Desert,Hippopotamus,Crocodile,Yellow,Cyan,,
0004619.png,Desert,Hippopotamus,Crocodile,Yellow,Gray,,
0004620.png,Desert,Hippopotamus,Crocodile,Brown,Red,,
0004621.png,Desert,Hippopotamus,Crocodile,Brown,Blue,,
0004622.png,Desert,Hippopotamus,Crocodile,Brown,Green,,
0004623.png,Desert,Hippopotamus,Crocodile,Brown,Yellow,,
0004624.png,Desert,Hippopotamus,Crocodile,Brown,Purple,,
0004625.png,Desert,Hippopotamus,Crocodile,Brown,Cyan,,
0004626.png,Desert,Hippopotamus,Crocodile,Brown,Gray,,
0004627.png,Desert,Hippopotamus,Crocodile,Purple,Red,,
0004628.png,Desert,Hippopotamus,Crocodile,Purple,Blue,,
0004629.png,Desert,Hippopotamus,Crocodile,Purple,Green,,
0004630.png,Desert,Hippopotamus,Crocodile,Purple,Yellow,,
0004631.png,Desert,Hippopotamus,Crocodile,Purple,Brown,,
0004632.png,Desert,Hippopotamus,Crocodile,Purple,Cyan,,
0004633.png,Desert,Hippopotamus,Crocodile,Purple,Gray,,
0004634.png,Desert,Hippopotamus,Crocodile,Cyan,Red,,
0004635.png,Desert,Hippopotamus,Crocodile,Cyan,Blue,,
0004636.png,Desert,Hippopotamus,Crocodile,Cyan,Green,,
0004637.png,Desert,Hippopotamus,Crocodile,Cyan,Yellow,,
0004638.png,Desert,Hippopotamus,Crocodile,Cyan,Brown,,
0004639.png,Desert,Hippopotamus,Crocodile,Cyan,Purple,,
0004640.png,Desert,Hippopotamus,Crocodile,Cyan,Gray,,
0004641.png,Desert,Hippopotamus,Crocodile,Gray,Red,,
0004642.png,Desert,Hippopotamus,Crocodile,Gray,Blue,,
0004643.png,Desert,Hippopotamus,Crocodile,Gray,Green,,
0004644.png,Desert,Hippopotamus,Crocodile,Gray,Yellow,,
0004645.png,Desert,Hippopotamus,Crocodile,Gray,Brown,,
0004646.png,Desert,Hippopotamus,Crocodile,Gray,Purple,,
0004647.png,Desert,Hippopotamus,Crocodile,Gray,Cyan,,
0004648.png,Desert,Hippopotamus,Elephant,Red,Blue,,
0004649.png,Desert,Hippopotamus,Elephant,Red,Green,,
0004650.png,Desert,Hippopotamus,Elephant,Red,Yellow,,
0004651.png,Desert,Hippopotamus,Elephant,Red,Brown,,
0004652.png,Desert,Hippopotamus,Elephant,Red,Purple,,
0004653.png,Desert,Hippopotamus,Elephant,Red,Cyan,,
0004654.png,Desert,Hippopotamus,Elephant,Red,Gray,,
0004655.png,Desert,Hippopotamus,Elephant,Blue,Red,,
0004656.png,Desert,Hippopotamus,Elephant,Blue,Green,,
0004657.png,Desert,Hippopotamus,Elephant,Blue,Yellow,,
0004658.png,Desert,Hippopotamus,Elephant,Blue,Brown,,
0004659.png,Desert,Hippopotamus,Elephant,Blue,Purple,,
0004660.png,Desert,Hippopotamus,Elephant,Blue,Cyan,,
0004661.png,Desert,Hippopotamus,Elephant,Blue,Gray,,
0004662.png,Desert,Hippopotamus,Elephant,Green,Red,,
0004663.png,Desert,Hippopotamus,Elephant,Green,Blue,,
0004664.png,Desert,Hippopotamus,Elephant,Green,Yellow,,
0004665.png,Desert,Hippopotamus,Elephant,Green,Brown,,
0004666.png,Desert,Hippopotamus,Elephant,Green,Purple,,
0004667.png,Desert,Hippopotamus,Elephant,Green,Cyan,,
0004668.png,Desert,Hippopotamus,Elephant,Green,Gray,,
0004669.png,Desert,Hippopotamus,Elephant,Yellow,Red,,
0004670.png,Desert,Hippopotamus,Elephant,Yellow,Blue,,
0004671.png,Desert,Hippopotamus,Elephant,Yellow,Green,,
0004672.png,Desert,Hippopotamus,Elephant,Yellow,Brown,,
0004673.png,Desert,Hippopotamus,Elephant,Yellow,Purple,,
0004674.png,Desert,Hippopotamus,Elephant,Yellow,Cyan,,
0004675.png,Desert,Hippopotamus,Elephant,Yellow,Gray,,
0004676.png,Desert,Hippopotamus,Elephant,Brown,Red,,
0004677.png,Desert,Hippopotamus,Elephant,Brown,Blue,,
0004678.png,Desert,Hippopotamus,Elephant,Brown,Green,,
0004679.png,Desert,Hippopotamus,Elephant,Brown,Yellow,,
0004680.png,Desert,Hippopotamus,Elephant,Brown,Purple,,
0004681.png,Desert,Hippopotamus,Elephant,Brown,Cyan,,
0004682.png,Desert,Hippopotamus,Elephant,Brown,Gray,,
0004683.png,Desert,Hippopotamus,Elephant,Purple,Red,,
0004684.png,Desert,Hippopotamus,Elephant,Purple,Blue,,
0004685.png,Desert,Hippopotamus,Elephant,Purple,Green,,
0004686.png,Desert,Hippopotamus,Elephant,Purple,Yellow,,
0004687.png,Desert,Hippopotamus,Elephant,Purple,Brown,,
0004688.png,Desert,Hippopotamus,Elephant,Purple,Cyan,,
0004689.png,Desert,Hippopotamus,Elephant,Purple,Gray,,
0004690.png,Desert,Hippopotamus,Elephant,Cyan,Red,,
0004691.png,Desert,Hippopotamus,Elephant,Cyan,Blue,,
0004692.png,Desert,Hippopotamus,Elephant,Cyan,Green,,
0004693.png,Desert,Hippopotamus,Elephant,Cyan,Yellow,,
0004694.png,Desert,Hippopotamus,Elephant,Cyan,Brown,,
0004695.png,Desert,Hippopotamus,Elephant,Cyan,Purple,,
0004696.png,Desert,Hippopotamus,Elephant,Cyan,Gray,,
0004697.png,Desert,Hippopotamus,Elephant,Gray,Red,,
0004698.png,Desert,Hippopotamus,Elephant,Gray,Blue,,
0004699.png,Desert,Hippopotamus,Elephant,Gray,Green,,
0004700.png,Desert,Hippopotamus,Elephant,Gray,Yellow,,
0004701.png,Desert,Hippopotamus,Elephant,Gray,Brown,,
0004702.png,Desert,Hippopotamus,Elephant,Gray,Purple,,
0004703.png,Desert,Hippopotamus,Elephant,Gray,Cyan,,
0004704.png,Desert,Hippopotamus,Lion,Red,Blue,,
0004705.png,Desert,Hippopotamus,Lion,Red,Green,,
0004706.png,Desert,Hippopotamus,Lion,Red,Yellow,,
0004707.png,Desert,Hippopotamus,Lion,Red,Brown,,
0004708.png,Desert,Hippopotamus,Lion,Red,Purple,,
0004709.png,Desert,Hippopotamus,Lion,Red,Cyan,,
0004710.png,Desert,Hippopotamus,Lion,Red,Gray,,
0004711.png,Desert,Hippopotamus,Lion,Blue,Red,,
0004712.png,Desert,Hippopotamus,Lion,Blue,Green,,
0004713.png,Desert,Hippopotamus,Lion,Blue,Yellow,,
0004714.png,Desert,Hippopotamus,Lion,Blue,Brown,,
0004715.png,Desert,Hippopotamus,Lion,Blue,Purple,,
0004716.png,Desert,Hippopotamus,Lion,Blue,Cyan,,
0004717.png,Desert,Hippopotamus,Lion,Blue,Gray,,
0004718.png,Desert,Hippopotamus,Lion,Green,Red,,
0004719.png,Desert,Hippopotamus,Lion,Green,Blue,,
0004720.png,Desert,Hippopotamus,Lion,Green,Yellow,,
0004721.png,Desert,Hippopotamus,Lion,Green,Brown,,
0004722.png,Desert,Hippopotamus,Lion,Green,Purple,,
0004723.png,Desert,Hippopotamus,Lion,Green,Cyan,,
0004724.png,Desert,Hippopotamus,Lion,Green,Gray,,
0004725.png,Desert,Hippopotamus,Lion,Yellow,Red,,
0004726.png,Desert,Hippopotamus,Lion,Yellow,Blue,,
0004727.png,Desert,Hippopotamus,Lion,Yellow,Green,,
0004728.png,Desert,Hippopotamus,Lion,Yellow,Brown,,
0004729.png,Desert,Hippopotamus,Lion,Yellow,Purple,,
0004730.png,Desert,Hippopotamus,Lion,Yellow,Cyan,,
0004731.png,Desert,Hippopotamus,Lion,Yellow,Gray,,
0004732.png,Desert,Hippopotamus,Lion,Brown,Red,,
0004733.png,Desert,Hippopotamus,Lion,Brown,Blue,,
0004734.png,Desert,Hippopotamus,Lion,Brown,Green,,
0004735.png,Desert,Hippopotamus,Lion,Brown,Yellow,,
0004736.png,Desert,Hippopotamus,Lion,Brown,Purple,,
0004737.png,Desert,Hippopotamus,Lion,Brown,Cyan,,
0004738.png,Desert,Hippopotamus,Lion,Brown,Gray,,
0004739.png,Desert,Hippopotamus,Lion,Purple,Red,,
0004740.png,Desert,Hippopotamus,Lion,Purple,Blue,,
0004741.png,Desert,Hippopotamus,Lion,Purple,Green,,
0004742.png,Desert,Hippopotamus,Lion,Purple,Yellow,,
0004743.png,Desert,Hippopotamus,Lion,Purple,Brown,,
0004744.png,Desert,Hippopotamus,Lion,Purple,Cyan,,
0004745.png,Desert,Hippopotamus,Lion,Purple,Gray,,
0004746.png,Desert,Hippopotamus,Lion,Cyan,Red,,
0004747.png,Desert,Hippopotamus,Lion,Cyan,Blue,,
0004748.png,Desert,Hippopotamus,Lion,Cyan,Green,,
